spec_id,panel,outcome,term,omitted_primary_tag,coef,se,pval,nobs,weight_col,formula
queue_residual_complexity,p1_jmis_residual_queue_panel.csv,residual_queue_complexity_index_mean,high_post,android,0.04325449980419858,0.016454585410766533,0.01983588941153085,1075,n_questions,residual_queue_complexity_index_mean ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
queue_residual_complexity,p1_jmis_residual_queue_panel.csv,residual_queue_complexity_index_mean,high_post,apache-spark,0.050461605788094874,0.01396902986937114,0.002828093754618813,1075,n_questions,residual_queue_complexity_index_mean ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
queue_residual_complexity,p1_jmis_residual_queue_panel.csv,residual_queue_complexity_index_mean,high_post,bash,0.05593342503232888,0.013354176257254517,0.0009107546946098189,1075,n_questions,residual_queue_complexity_index_mean ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
queue_residual_complexity,p1_jmis_residual_queue_panel.csv,residual_queue_complexity_index_mean,high_post,docker,0.060693712424045906,0.012622344276290755,0.00027812233951312465,1075,n_questions,residual_queue_complexity_index_mean ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
queue_residual_complexity,p1_jmis_residual_queue_panel.csv,residual_queue_complexity_index_mean,high_post,excel,0.054310704500105986,0.013470999934938208,0.001236837680260879,1075,n_questions,residual_queue_complexity_index_mean ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
queue_residual_complexity,p1_jmis_residual_queue_panel.csv,residual_queue_complexity_index_mean,high_post,firebase,0.05819390637299986,0.013504644203897987,0.0007206376581591229,1075,n_questions,residual_queue_complexity_index_mean ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
queue_residual_complexity,p1_jmis_residual_queue_panel.csv,residual_queue_complexity_index_mean,high_post,javascript,0.06144161940877918,0.012375335641140432,0.00020763522413384667,1075,n_questions,residual_queue_complexity_index_mean ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
queue_residual_complexity,p1_jmis_residual_queue_panel.csv,residual_queue_complexity_index_mean,high_post,kubernetes,0.053411729824982726,0.014464371948555018,0.0024122159901297222,1075,n_questions,residual_queue_complexity_index_mean ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
queue_residual_complexity,p1_jmis_residual_queue_panel.csv,residual_queue_complexity_index_mean,high_post,linux,0.060126939851566946,0.012284131641937205,0.0002366339131199421,1075,n_questions,residual_queue_complexity_index_mean ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
queue_residual_complexity,p1_jmis_residual_queue_panel.csv,residual_queue_complexity_index_mean,high_post,memory-management,0.055477868037915164,0.013318395303110873,0.0009523606516757885,1075,n_questions,residual_queue_complexity_index_mean ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
queue_residual_complexity,p1_jmis_residual_queue_panel.csv,residual_queue_complexity_index_mean,high_post,multithreading,0.05521538090010134,0.013731769997604995,0.0012629880515338586,1075,n_questions,residual_queue_complexity_index_mean ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
queue_residual_complexity,p1_jmis_residual_queue_panel.csv,residual_queue_complexity_index_mean,high_post,numpy,0.05514537292257779,0.013309621767865095,0.000994523591306246,1078,n_questions,residual_queue_complexity_index_mean ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
queue_residual_complexity,p1_jmis_residual_queue_panel.csv,residual_queue_complexity_index_mean,high_post,pandas,0.055736382471174364,0.013348235924690748,0.0009339000037190594,1077,n_questions,residual_queue_complexity_index_mean ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
queue_residual_complexity,p1_jmis_residual_queue_panel.csv,residual_queue_complexity_index_mean,high_post,python,0.048931248103285016,0.013956943519921276,0.00349419991364193,1075,n_questions,residual_queue_complexity_index_mean ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
queue_residual_complexity,p1_jmis_residual_queue_panel.csv,residual_queue_complexity_index_mean,high_post,regex,0.05625446462250539,0.013303729892659752,0.0008426176290233697,1075,n_questions,residual_queue_complexity_index_mean ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
queue_residual_complexity,p1_jmis_residual_queue_panel.csv,residual_queue_complexity_index_mean,high_post,sql,0.05228727597546511,0.013425090640391666,0.0016184155694687378,1075,n_questions,residual_queue_complexity_index_mean ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
queue_body_word_count,p1_jmis_residual_queue_panel.csv,body_word_count_mean,high_post,android,2.602542226834218,1.7023984925831095,0.1486019617279558,1075,n_questions,body_word_count_mean ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
queue_body_word_count,p1_jmis_residual_queue_panel.csv,body_word_count_mean,high_post,apache-spark,4.132991841467975,1.717958133695289,0.030530273053407782,1075,n_questions,body_word_count_mean ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
queue_body_word_count,p1_jmis_residual_queue_panel.csv,body_word_count_mean,high_post,bash,4.124677960449048,1.6941436972632038,0.028882777695539964,1075,n_questions,body_word_count_mean ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
queue_body_word_count,p1_jmis_residual_queue_panel.csv,body_word_count_mean,high_post,docker,4.74477202935367,1.5127010818963122,0.0072827258551025195,1075,n_questions,body_word_count_mean ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
queue_body_word_count,p1_jmis_residual_queue_panel.csv,body_word_count_mean,high_post,excel,4.009579097179009,1.7351014018852469,0.036588481608708985,1075,n_questions,body_word_count_mean ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
queue_body_word_count,p1_jmis_residual_queue_panel.csv,body_word_count_mean,high_post,firebase,3.9284920745344647,1.8058334934851552,0.04722126518688148,1075,n_questions,body_word_count_mean ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
queue_body_word_count,p1_jmis_residual_queue_panel.csv,body_word_count_mean,high_post,javascript,4.990443922826631,1.5367795099536443,0.005843556703932095,1075,n_questions,body_word_count_mean ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
queue_body_word_count,p1_jmis_residual_queue_panel.csv,body_word_count_mean,high_post,kubernetes,4.488106689073686,1.625605231588425,0.015314109667441874,1075,n_questions,body_word_count_mean ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
queue_body_word_count,p1_jmis_residual_queue_panel.csv,body_word_count_mean,high_post,linux,3.899131247909454,1.789472753058384,0.04691493244404312,1075,n_questions,body_word_count_mean ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
queue_body_word_count,p1_jmis_residual_queue_panel.csv,body_word_count_mean,high_post,memory-management,4.184646248605978,1.6677682216565441,0.025021277487892152,1075,n_questions,body_word_count_mean ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
queue_body_word_count,p1_jmis_residual_queue_panel.csv,body_word_count_mean,high_post,multithreading,4.244407212851599,1.678233873856772,0.024073287165664897,1075,n_questions,body_word_count_mean ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
queue_body_word_count,p1_jmis_residual_queue_panel.csv,body_word_count_mean,high_post,numpy,4.117724759623809,1.6768732420840613,0.02774340318092214,1078,n_questions,body_word_count_mean ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
queue_body_word_count,p1_jmis_residual_queue_panel.csv,body_word_count_mean,high_post,pandas,4.2034671247148685,1.6747085329074498,0.024980675057133948,1077,n_questions,body_word_count_mean ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
queue_body_word_count,p1_jmis_residual_queue_panel.csv,body_word_count_mean,high_post,python,2.4180487668052595,1.3037836130202258,0.08482904512389863,1075,n_questions,body_word_count_mean ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
queue_body_word_count,p1_jmis_residual_queue_panel.csv,body_word_count_mean,high_post,regex,4.364905895917957,1.6385837615126633,0.0185219931166777,1075,n_questions,body_word_count_mean ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
queue_body_word_count,p1_jmis_residual_queue_panel.csv,body_word_count_mean,high_post,sql,4.052958572144721,1.775450390665414,0.038588925552601176,1075,n_questions,body_word_count_mean ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
queue_tag_breadth,p1_jmis_residual_queue_panel.csv,tag_count_full_mean,high_post,android,0.10704515667331715,0.04407467981935658,0.02921454382413683,1075,n_questions,tag_count_full_mean ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
queue_tag_breadth,p1_jmis_residual_queue_panel.csv,tag_count_full_mean,high_post,apache-spark,0.13143278771452618,0.04043484375413689,0.005807115537183947,1075,n_questions,tag_count_full_mean ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
queue_tag_breadth,p1_jmis_residual_queue_panel.csv,tag_count_full_mean,high_post,bash,0.14431035677197723,0.03841398427909336,0.002124990283668141,1075,n_questions,tag_count_full_mean ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
queue_tag_breadth,p1_jmis_residual_queue_panel.csv,tag_count_full_mean,high_post,docker,0.15823786116170732,0.03713210052423568,0.0007903483458179618,1075,n_questions,tag_count_full_mean ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
queue_tag_breadth,p1_jmis_residual_queue_panel.csv,tag_count_full_mean,high_post,excel,0.14782270130971867,0.03850735124637173,0.0018069535756954124,1075,n_questions,tag_count_full_mean ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
queue_tag_breadth,p1_jmis_residual_queue_panel.csv,tag_count_full_mean,high_post,firebase,0.15366922029282848,0.038154889481186824,0.0012469694718091852,1075,n_questions,tag_count_full_mean ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
queue_tag_breadth,p1_jmis_residual_queue_panel.csv,tag_count_full_mean,high_post,javascript,0.16237861318381167,0.03536969129304077,0.0004196723687602359,1075,n_questions,tag_count_full_mean ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
queue_tag_breadth,p1_jmis_residual_queue_panel.csv,tag_count_full_mean,high_post,kubernetes,0.1400543669386779,0.041452906824378376,0.004500120076392567,1075,n_questions,tag_count_full_mean ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
queue_tag_breadth,p1_jmis_residual_queue_panel.csv,tag_count_full_mean,high_post,linux,0.15745049469399947,0.03545014409364404,0.0005584766410563985,1075,n_questions,tag_count_full_mean ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
queue_tag_breadth,p1_jmis_residual_queue_panel.csv,tag_count_full_mean,high_post,memory-management,0.14422286575198892,0.03840462658874698,0.0021307232120025346,1075,n_questions,tag_count_full_mean ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
